Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
opinion_mind.king_bastard,-15(короли),Бастард не должен носить корону,Bastards should not wear a crown!,Bastards should not wear a crown!,Bastardi by neměli nosit korunu!,Bastardos não devem usar coroas!,¡Los bastardos no deben llevar una corona!,Bękarci nie zasługują na koronę!,私生子没有资格戴上王冠！,私生子豈能稱王！,非嫡出子が被る王冠などない！,사생아가 왕관을 쓰면 안 되지!,Bastarde sollten keine Krone tragen!,Un bâtard ne devrait pas porter de couronne !,I bastardi non dovrebbero indossare la corona!,Piçler taç giyemez!,Fattyak ne viseljenek koronát!,Байстрюки не мають носити корони!,Con hoang không xứng đáng đội vương miện!
opinion_mind.king_woman,-10(короли),Женщина не должна носить корону,Women should not wear a crown!,Women should not wear a crown!,Ženy by neměly nosit korunu!,Mulheres não devem usar coroas!,¡Las mujeres no deben llevar una corona!,Kobiety nie zasługują na koronę!,女人没有资格戴上王冠！,女人家豈能稱王！,女が被る王冠などない！,여자가 왕관을 쓰면 안 되지!,Frauen sollten keine Krone tragen!,Une femme ne devrait pas porter de couronne !,Le donne non dovrebbero indossare la corona!,Kadınlar taç giyemez!,Nők ne viseljenek koronát!,Жінки не мають носити корони!,Phụ nữ không nên đội vương miện!
opinion_mind.greetings_me,,Поприветствовал меня,Greeted me,Greeted me,Pozdravili mě,Cumprimentou-me,Me ha saludado,Powitano mnie,向我致以问候,主動打了招呼,挨拶をした,나를 맞이함,Grüßte mich,M'a salué·e,Mi ha salutato,Beni selamladı,Köszöntött,Вітає мене,Chào đón tôi
opinion_mind.loot_my_village,72ч,Разграбил мою деревню,Looted my village,Looted my village,Vydrancovali mi vesnici,Saqueou minha aldeia,Ha saqueado mi pueblo,Splądrowano moją wioskę,掠夺了我的村庄,洗劫了我的村莊,私の村を略奪した,내 마을을 약탈함,Plünderte mein Dorf,A pillé mon village,Ha saccheggiato il mio villaggio,Köyümü yağmaladı,Kifosztotta a falumat,Розграбування мого села,Cướp bóc làng của tôi
opinion_mind.friend_of_bandits,72ч,Связался с лесными бандитами,Makes deals with forest bandits,Makes deals with forest bandits,Spolčení s lesními zbojníky,Faz negócios com bandidos da floresta,Hace tratos con bandidos del bosque,Dogaduje się z leśnymi bandytami,与森林强盗做交易,和林中劫匪勾結,森の盗賊と取引をする,숲속 도적단과 협상함,Macht Geschäfte mit Waldbanditen,Passe des accords avec les bandits de la forêt,Stringe accordi con i fuorilegge delle foreste,Orman haydutları ile anlaşma yapıyor,Lepaktál az erdei banditákkal,Домовляється з лісовими розбійниками,Hãy thỏa thuận với bọn cướp rừng
opinion_mind.enemy_of_bandits,72ч,Уничтожает лесных бандитов,Defeats forest bandits,Defeats forest bandits,Poráží lesní zbojníky,Derrota bandidos da floresta,Derrota a los bandidos del bosque,Zwalcza leśnych bandytów,打败了森林强盗,擊潰了林中劫匪,森の盗賊を打ち倒す,숲속 도적단을 처치함,Besiegt Waldbanditen,A vaincu les bandits de la forêt,Sconfigge i fuorilegge delle foreste,Orman haydutlarını yeniyor,Leveri az erdei banditákat,Перемагає лісових розбійників,Đánh bại bọn cướp trong rừng
opinion_mind.killed_wolves,72ч,Уничтожил стаю волков,Killed a wolf pack,Killed a wolf pack,Zabití vlčí smečky,Matou uma matilha de lobos,Ha matado a una manada de lobos,Zabito watahę żerwilków,杀死了一群狼,宰了一群狼,オオカミの群れを殺した,늑대 무리를 처치함,Hat ein Wolfsrudel getötet,A tué une meute de loups,Ha ucciso un branco di lupi,Bir etbörü sürüsünü öldürdü,Leölt egy falkányi farkast,Винищено вовчу зграю,Giết một bầy sói
opinion_mind.kicked_out,72 - 12,Выгнал меня,Exiled me,Exiled me,Vyhnali mě,Exilou-me,Me ha exiliado,Wygnano mnie,流放了我,流放了我,私を国外追放した,날 추방함,Verbannte mich,A provoqué mon exil,Mi ha esiliato,Beni sürgün etti,Száműzött engem,Виганяє мене,Lưu đày tôi
opinion_mind.take_title,,Лишил меня титула и выгнал,Deprived me of my title and expelled me,Deprived me of my title and expelled me,Vyhnali mě,Removeu meu título e me expulsou,Me ha exiliado,Wygnano mnie,褫夺了我的爵位并驱逐了我,革除了我的爵位並驅逐我,私の爵位を剥奪し、追放した,내 작위를 박탈하고 추방함,Beraubte mich meines Titels und verbannte mich,M'a volé mon titre et a provoqué mon exil,Mi ha tolto il titolo e mi ha imposto l'esilio,Beni ünvanımdan yoksun bıraktı ve kovdu,Száműzött engem,Виганяє мене,Tước bỏ danh hiệu và trục xuất tôi
opinion_mind.kicked_out_my_lord,,Выгнал моего лорда,Exiled my lord,Exiled my lord,Vyhnali mého lorda,Exilou meu nobre,Ha exiliado a mi señor,Wygnano mego lorda,流放了我的领主,流放了我的貴族,領主を国外追放した,내 영주를 추방함,Verbannte meinen Lord,A exilé mon seigneur/ma dame,Ha esiliato un mio nobile,Asilzademi sürgün etti,Száműzte az egyik nemesem,Виганяє мого вельможу,Lưu đày lãnh chúa của tôi
opinion_mind.discharge,,Разрядка отношений,Relief of relations,Relief of relations,Úleva ze vztahů,Dispensa de relações,Alivio de relaciones,Zepsucie stosunków,缓和关系,關係和緩,関係の緩和,관계 해소,Entlastete Beziehungen,Libéré·e de ses relations,Distensione dei rapporti,Gerginlikten sonra rahatlama,Megszakítom a kapcsolatot,Полегшення стосунків,Cải thiện quan hệ
opinion_mind.free_lord_terror,-30,Покушение на свободного лорда,Attempt on the free lord's life,Attempt on the free lord's life,Pokus o život svobodného lorda,Tentativa de assassinato do nobre livre,Atentado contra la vida de un señor libre,Próba morderstwa wolnego lorda,企图杀害自由领主,企圖殺害流浪貴族,自由領主の命をかける,자유 영주에 대한 살해 기도,Attentat auf den Freien Lord,A tenté de tuer un/une noble libre,Attentato alla vita del nobile libero,Özgür asilzadenin canına kastedildi,Egy szabad nemes életére tört,Спроба вбивства вільного вельможі,Cố giết lãnh chúa lang thang
opinion_mind.my_teacher,,Мой учитель,My teacher,My teacher,Můj učitel,Ensina-me,Mi maestro,Naucza mnie,我的导师,我的導師,教師,내 교사,Unterrichtet mich,Mon/ma mentor,Il mio insegnante,Öğretmenim,A mentorom,Мій вчитель,Giáo viên của tôi
opinion_mind.dictator_habits,,Диктаторские замашки,Dictatorial tendencies,Dictatorial tendencies,Diktátorské sklony,Tendências ditatoriais,Tendencias dictatoriales,Zapędy dyktatorskie,独裁倾向,有獨裁傾向,独裁的傾向,독재자 성향,Diktatorische Tendenzen,Tendances dictatoriales,Inclinazioni dittatoriali,Diktatörlüğe yatkınlık,Diktatórikus tendenciái vannak,Диктаторські замашки,Khuynh hướng độc tài
opinion_mind.threatened_me,,Угрожал мне,Threatened me,Threatened me,Vyhrožovali mi,Ameaçou-me,Me ha amenazado,Grożono mi,威胁了我,威脅了我,脅した,나를 위협했음,Bedrohte mich,A proféré des menaces à mon encontre,Mi ha minacciato,Beni tehdit etti,Megfenyegetett,Погрожує мені,Đe dọa tôi
opinion_mind.crime_criminal_not_punished,,Преступник не наказан,A criminal goes unpunished,A criminal goes unpunished,Nepotrestaný zločin,Um criminoso ficou impune,Un criminal no recibe ningún castigo,Przestępca jest bezkarny,罪犯逍遥法外,有罪犯逍遙法外,犯罪者が罪を逃れる,처벌받지 않은 범죄자,Ein Verbrecher bleibt ungestraft,Un criminel qui ne sera pas puni,Un criminale è rimasto impunito,Bir suçlu cezalandırılmıyor,Nem büntetett meg egy bűnözőt,Злочинець уникнув кари,Tội phạm không bị trừng phạt
opinion_mind.friend_of_my_child,,Друг ребенка,Child's friend,Child's friend,Přítel dítěte,Amizade da minha criança,Amigo del infante,Przyjaciel dziecka,孩子的朋友,子女的朋友,子供の友人,아이의 친구,Mit meinem Kind befreundet,Ami·e de l'enfant,Amico della prole,Çocuğun arkadaşı,A gyermekem barátja,Друг дитини,Bạn của con tôi
opinion_mind.best_friend_of_my_child,,Лучший друг ребенка,Child's best friend,Child's best friend,Nejlepší přítel dítěte,Melhor amizade da minha criança,Mejor amigo del infante,Najlepszy przyjaciel dziecka,孩子的挚友,子女最要好的朋友,子供の親友,아이의 가장 친한 친구,Bester Freund meines Kindes,Meilleur·e ami·e de l'enfant,Migliore amico della prole,Çocuğun en yakın arkadaşı,A gyermekem legjobb barátja,Найкращий друг дитини,Bạn thân nhất của con tôi
opinion_mind.enemy_of_my_child,,Враг ребенка,Child's enemy,Child's enemy,Nepřítel dítěte,Inimizade da minha criança,Enemigo del infante,Wróg dziecka,孩子的敌人,子女的敵人,子供の敵,아이의 적,Mit meinem Kind verfeindet,Ennemi·e de l'enfant,Nemico della prole,Çocuğun düşmanı,A gyermekem ellensége,Ворог дитини,Kẻ thù của con tôi
opinion_mind.worst_enemy_of_my_child,,Злейший враг ребенка,Child's deadliest enemy,Child's deadliest enemy,Úhlavní nepřítel dítěte,Inimizade mortal da minha criança,Enemigo mortal del infante,Największy wróg dziecka,孩子的死敌,子女的死敵,子供の最大の敵,아이의 불구대천의 적,Todfeind meines Kindes,Pire ennemi·e de l'enfant,Nemico mortale della prole,Çocuğun ölümcül düşmanı,A gyermekem leghalálosabb ellensége,Запеклий ворог дитини,Kẻ thù nguy hiểm nhất của con tôi
opinion_mind.friend_of_my_spouce,,Друг супруга,Spouse's friend,Spouse's friend,Přítel partnera,Amizade do meu cônjuge,Amigo del cónyuge,Przyjaciel męża/żony,配偶的朋友,配偶的朋友,配偶者の友人,배우자의 친구,Mit meinem Partner befreundet,Ami·e de l'époux·se,Amico del coniuge,Eşin arkadaşı,A házastársam barátja,Друг подружжя,Bạn của vợ/chồng tôi
opinion_mind.best_friend_of_my_spouce,,Лучший друг супруга,Spouse's best friend,Spouse's best friend,Nejlepší přítel partnera,Melhor amizade do meu cônjuge,Mejor amigo del cónyuge,Najlepszy przyjaciel męża/żony,配偶的挚友,配偶最要好的朋友,配偶者の親友,배우자의 가장 친한 친구,Bester Freund meines Partners,Meilleur·e ami·e de l'époux·se,Migliore amico del coniuge,Eşin en yakın arkadaşı,A házastársam legjobb barátja,Найкращий друг подружжя,Bạn thân nhất của vợ/chồng tôi
opinion_mind.enemy_of_my_spouce,,Враг супруга,Spouse's enemy,Spouse's enemy,Nepřítel partnera,Inimizade do meu cônjuge,Enemigo del cónyuge,Wróg męża/żony,配偶的敌人,配偶的敵人,配偶者の敵,배우자의 적,Mit meinem Partner verfeindet,Ennemi·e de l'époux·se,Nemico del coniuge,Eşin düşmanı,A házastársam ellensége,Ворог подружжя,Kẻ thù của vợ/chồng tôi
opinion_mind.worst_enemy_of_my_spouce,,Злейший враг супруга,Spouse's deadliest enemy,Spouse's deadliest enemy,Úhlavní nepřítel partnera,Inimizade mortal do meu cônjuge,Enemigo mortal del cónyuge,Największy wróg męża/żony,配偶的死敌,配偶的死敵,配偶者の最大の敵,배우자의 불구대천의 적,Todfeind meines Partners,Pire ennemi·e de l'époux·se,Nemico mortale del coniuge,Eşin ölümcül düşmanı,A házastársam leghalálosabb ellensége,Запеклий ворог подружжя,Kẻ thù nguy hiểm nhất của vợ/chồng tôi
opinion_mind.sex_with_other,,Моя любовь переспала с другим,My love slept with someone else,My love slept with someone else,Moje láska se vyspala s někým jiným,Meu amor dormiu com outra pessoa,Mi amor se ha acostado con otro,Moja miłość spała z kimś innym,我的爱人和别人上床了,愛人和別人有一腿,愛する人が他人と寝た,사랑하는 사람이 다른 사람과 동침함,Meine Liebe schlief mit jemand anderem,Mon amour a couché avec quelqu'un d'autre,La mia dolce metà è andata a letto con qualcun altro,Sevgilim başka biriyle beraber oldu,A szerelmem mással hált,Моє кохання спало з кимось іншим,Người yêu tôi ngủ với người khác
opinion_mind.caring_parent,,Заботливый родитель,Caring parent,Caring parent,Milující rodič,Pai/mãe gentil,Progenitor cariñoso,Opiekuńczy rodzic,关爱孩子的父母,愛我的父母,思いやりのある親,돌보는 부모,Fürsorglicher Elternteil,Parent attentionné,Genitore amorevole,İlgili ebeveyn,Gondoskodó szülő,Дбайливі батько/мати,Cha mẹ quan tâm đến con cái
opinion_mind.good_child,,Послушный отпрыск,Obedient offspring,Obedient offspring,Poslušný potomek,Filhos obedientes,Descendencia obediente,Posłuszne dziecko,顺从的后代,乖巧的子女,従順な子孫,순종적인 자녀,Gehorsamer Nachwuchs,Descendance obéissante,Prole obbediente,İtaatkâr evlat,Engedelmes gyerek,Слухняна дитина,Con cái ngoan ngoãn
opinion_mind.start_friend,,Старый союзник,Old ally,Old ally,Starý spojenec,Aliança antiga,Antiguo aliado,Stary sojusznik,老盟友,老朋友,古き同盟,옛 동맹,Alter Verbündeter,Camarade de longue date,Alleanza di vecchia data,Eski müttefik,Régi szövetséges,Старий друг,Đồng minh cũ
opinion_mind.start_sympathy,,Симпатия,Sympathy,Sympathy,Sympatie,Simpatia,Simpatía,Sympatia,同情,志同道合,共感,공감,Sympathie,Sympathie,Solidarietà,Sempati,Rokonszenv,Симпатизує,Cảm thông
opinion_mind.start_dislike,,Неприязнь,Antipathy,Antipathy,Antipatie,Antipatia,Antipatía,Antypatia,反感,看不順眼,反感,반감,Abneigung,Antipathie,Avversione,Antipati,Ellenszenv,Антипатія,Ác cảm
opinion_mind.start_enemy,,Заклятый враг,Sworn enemy,Sworn enemy,Zapřisáhlý nepřítel,Inimizade jurada,Enemigo jurado,Zaprzysiężony wróg,宿敌,勢不兩立,宿敵,평생의 적,Erzfeind,Ennemi·e juré·e,Rivalità giurata,Baş düşman,Esküdt ellenség,Заклятий ворог,Kẻ thù không đội trời chung
opinion_mind.too_smart,,Слишком умный,Too clever,Too clever,Přílišná chytrost,Perspicácia extrema,Demasiado inteligente,Zbyt duży spryt,过于聪明,太聰明,賢すぎる,지나치게 똑똑함,Zu klug,Intelligence supérieure,Troppo intelligente,Çok zeki,Túl eszes,Завелика кмітливість,Quá thông minh
opinion_mind.sinner,,Грешник (Фанатизм),Sinner (Fanaticism),Sinner (Fanaticism),Hříšník (fanatismus),Pecador (Fanatismo),En pecado (fanatismo),Grzechy (fanatyzm),罪人（狂热）,罪人（狂熱主義）,罪人 (狂信),죄인(광신),Sünder (Fanatismus),Coupable de péchés (fanatisme),Peccato (fanatismo),Günahkâr (Fanatizm),Bűnös (fanatizmus),Грішність (фанатизм),Tội nhân (cuồng tín)
opinion_mind.was_punished,,Был наказан,Was punished,Was punished,Oběť trestu,Recebeu punição,Ha recibido un castigo,Ukarano,受到了惩罚,受到責罰,処罰された,처벌받음,Wurde bestraft,A subi un châtiment,Ha ricevuto un castigo,Cezalandırıldı,Megbüntették,Зазнає кари,Đã bị trừng phạt
opinion_mind.trade_with_enemy,,Торговал с моим врагом,Traded with my enemy,Traded with my enemy,Obchod s mým nepřítelem,Comerciou com meu inimigo,Ha comerciado con mi enemigo,Handluje z wrogiem,与我的敌人交易,與敵國貿易,敵と貿易を行った,내 적과 거래함,Trieb Handel mit meinem Feind,A fait du commerce avec mon ennemi,Ha commerciato con il nemico,Düşmanımla ticaret yaptı,Kereskedett az ellenségemmel,Торгує з моїм ворогом,Giao dịch với kẻ thù của tôi
opinion_mind.dont_kill_bandits,,Не уничтожил бандитов,Failed to eliminate bandits,Failed to eliminate bandits,Neschopnost zlikvidovat zbojníky,Não conseguiu acabar com os bandidos,No ha podido eliminar a los bandidos,Odmówiono eliminacji bandytów,未能消灭强盗,未剿滅劫匪,盗賊の撲滅に失敗した,도적단 섬멸에 실패함,Konnte die Banditen nicht besiegen,A échoué à tuer les bandits,Non ha eliminato i fuorilegge,Haydutları haklayamadı,Nem verte szét a banditákat,Не може знищити розбійників,Không thể tiêu diệt bọn cướp
opinion_mind.kill_not_own_bandits,,Лезет не в свое дело,Meddles in others' affairs,Meddles in others' affairs,Plete se do záležitostí ostatních,Mete-se na vida dos outros,Se inmiscuye en los asuntos de otros,Wtyka nos w nie swoje sprawy,干涉他人事务,干涉他國內政,他人のことに口を出す,다른 사람 일에 참견함,Mischt sich in fremde Angelegenheiten ein,Se mêle des affaires des autres,Si immischia negli affari altrui,Başkalarının işine burnunu sokuyor,Mások ügyeibe ártja magát,Втручається в чужі справи,Xen vào chuyện người khác
,,,Attempted to kill a subject,Attempted to kill a subject,Pokus o zabití poddaného,Tentou matar um súdito,Ha intentado matar a un súbdito,Próba zabicia jednego z poddanych,试图杀死一个臣民,企圖殺害臣民,臣下を殺害しようとした,봉신 살해를 시도함,Wollte einen Untertan ermorden,A essayé de tuer quelqu'un,Ha cercato di uccidere una persona del popolo,Tebaandan birini öldürmeye çalıştı.,Megpróbálta megölni az egyik alattvalóját,Спроба вбити підданого,Cố gắng giết một thần dân
opinion_mind.killed_my_friend,,Убил моего друга,Killed my friend,Killed my friend,Zabili mi přítele,Matou meu amigo,Ha matado a mi amigo,Zabito przyjaciela,杀了我的朋友,殺了我的朋友,友人を殺した,내 친구를 죽임,Tötete meinen Freund,A tué mon ami·e,Ha ucciso un amico,Arkadaşımı öldürdü,Megölte a barátomat,Вбиває мого друга,Giết bạn của tôi
opinion_mind.killed_my_enemy,,Убил моего врага,Killed my enemy,Killed my enemy,Zabili mi nepřítele,Matou meu inimigo,Ha matado a mi enemigo,Zabito wroga,杀了我的敌人,殺了我的敵人,敵を殺した,내 적을 죽임,Tötete meinen Feind,A tué mon ennemi·e,Ha ucciso un nemico,Düşmanımı öldürdü,Megölte az ellenségemet,Вбиває мого ворога,Giết kẻ thù của tôi
opinion_mind.first_night_together,,Первая ночь вместе,First night together,First night together,První společná noc,Primeira noite juntos,Primera noche juntos,Pierwsza wspólna noc,第一次一起过夜,共度了初夜,初夜を共にした,같이 보내는 첫 번째 밤,Erste gemeinsame Nacht,Première nuit ensemble,Prima notte insieme,Birlikte ilk gece,Első együtt töltött éjszaka,Перша ніч разом,Đêm đầu tiên cùng nhau
opinion_mind.loot_vassal_village,,Разграбил деревню вассала,Plundered a vassal's village,Plundered a vassal's village,Vydrancovali vazalskou vesnici,Pilhou a vila de um vassalo,Ha saqueado el pueblo de un vasallo,Splądrowano wioskę wasala,掠夺了附庸的村庄,洗劫了附庸的村莊,従属国の村を略奪した,봉신의 마을을 약탈함,Plünderte das Dorf eines Vasallen,A pillé un village vassal,Ha saccheggiato il villaggio di un vassallo,Vasalın köyünü yağmaladı,Kifosztotta egy vazallusa faluját,Розграбовано село васала,Cướp phá làng của chư hầu
,,,,,,,,,,,,,,,,,,,
opinion_mind.trade_with_me,,Успешная сделка,Successful deal,Successful deal,Úspěšná dohoda,Negócio bem-sucedido,Trato fructífero,Udana umowa handlowa,成功的交易,交易成功了,うまくいった取引,성공적인 거래,Erfolgreicher Handel,Accord couronné de succès,Accordo fruttuoso,Başarılı anlaşma,Sikeres üzlet,Успішна угода,Thỏa thuận thành công
opinion_mind.victorious_generosity,,Великодушие победителя,Generosity of the victor,Generosity of the victor,Štědrost vítěze,Generosidade do vencedor,Generosidad del vencedor,Wielkoduszność zwycięzcy,胜利者的慷慨,勝者的寬容,勝者の寛大さ,승자의 아량,Großzügigkeit des Siegers,Générosité du vainqueur,Generosità del vincitore,Galibin cömertliği,A győztes nagylelkűsége,Щедрість переможця,Sự hào phóng của người chiến thắng
opinion_mind.knocked_up_my_daughter,,Обрюхатил мою дочь,Impregnated my daughter,Impregnated my daughter,Přivedli dceru do jiného stavu,Engravidou minha filha,Ha dejado a mi hija embarazada,Zapłodniono moją córkę,使我的女儿怀孕,讓我女兒懷孕了,娘をはらませた,내 딸을 임신시킴,Schwängerte meine Tochter,A fécondé ma fille,Ha messo incinta mia figlia,Kızımı hamile bıraktı,Teherbe ejtette a lányom,Зробив мою дочку вагітною,Làm cho con gái tôi mang thai
opinion_mind.rebelled_against_kin,,Восстал против своего короля,Rose against their own king,Rose against their own king,Povstání proti vlastnímu králi,Rebelou-se contra o próprio rei,Se ha alzado contra su propio monarca,Zbuntowano się wobec króla,反抗他们自己的君王,起義反抗自己的君王,自国の王に反旗を翻す,자기 왕에게 반역함,Erhob sich gegen den eigenen König,S'est rebellé·e contre son propre monarque,Ribellione contro il monarca,Kendi hükümdarına karşı geldi,Felkelt a saját uralkodója ellen,Повстає проти мого монарха,Nổi loạn chống lại vua của họ
opinion_mind.traitors_slander,,Клевета перебежчиков,Slander of turncoats,Slander of turncoats,Pomlouvání přeběhlíků,Difama desertores,Calumnia de traidores,Oszczerstwo zdrajców,对叛徒的诽谤,叛徒的誹謗,裏切り者の誹謗,변절자의 중상모략,Verleumdung von Verrätern,Calomnie des renégats,Calunnia di traditori,Döneklerin iftirası,Köpönyegforgatók rágalmai,Наклеп на перебіжчиків,Vu khống kẻ phản bội
opinion_mind.not_control_own_bandits,,Не контролирует своих бандитов,Does not control their bandits,Does not control their bandits,Neovládá své zbojníky,Não controla seus bandidos,No controla a sus bandidos,Nie panuje nad bandytami,无法管束他们的强盗,未遏制自己的劫匪,盗賊を統制しない,자기들 도적단을 통제하지 않음,Hat keine Kontrolle über Banditen,Ne contrôle pas ses bandits,Non controlla i suoi fuorilegge,Haydutlarını kontrol etmiyor,Nem kezeli a banditáit,Не контролює своїх розбійників,Không kiểm soát được bọn cướp của họ
opinion_mind.unholly_hospitality,,Нарушил святость гостеприимства,Violated the sanctity of hospitality,Violated the sanctity of hospitality,Porušení svátosti pohostinnosti,Violou as leis da hospitalidade,Ha violado la sagrada hospitalidad,Łamie święty obyczaj gościny,违反了待客之道,違反崇高的待客之道,歓待の神聖さを冒した,신성한 환대의 법칙을 어김,Missachtete die Heiligkeit der Gastfreundschaft,A enfreint la sainteté de l'hospitalité,Ha violato la sacralità dell'accoglienza,Kutsal misafirperverlik kuralını ihlal etti,Megsértette a vendégjogot,Порушує закон гостинності,Vi phạm sự thiêng liêng của lòng hiếu khách
opinion_mind.demand_vassalage_to_me,,Пытался меня подчинить,Tried to subdue me,Tried to subdue me,Snažili se mě podmanit,Tentou me subjugar,Ha intentado someterme,Próbowano mnie ukorzyć,企图征服我,要求我臣服於他,私を服従させようとした,나를 정복하려고 했음,Wollte mich unterwerfen,A essayé de me réprimer,Ha tentato di sottomettermi,Beni bastırmaya çalıştı,Megpróbált leigázni,Намагається мене підкорити,Cố gắng khuất phục tôi
opinion_mind.mind_kidnaper,,Похититель,Kidnapper,Kidnapper,Únosce,Sequestra pessoas,Practica secuestros,Porywa,绑架者,綁匪,誘拐犯,납치범,Entführer,Ravisseur·euse,Rapimento,Adam kaçıran,Emberrabló,Викрадач,Kẻ bắt cóc
opinion_mind.mind_kidnaper_neighbore,,Похитил лорда соседа,Kidnapped neighbor's lord,Kidnapped neighbor's lord,Unesli sousedova lorda,Sequestrou nobre vizinho,Ha secuestrado al señor de mi vecino,Porwano lorda sąsiadów,绑架了邻邦的领主,綁架了鄰邦的貴族,近隣の領主を誘拐した,내 이웃의 영주를 납치함,Entführte den Lord meines Nachbarn,A enlevé le/la noble de la province voisine,Ha rapito un nobile del mio vicino,Komşumun asilzadesini kaçırdı,Elrabolta a szomszédom egyik nemesét,Викрадено сусідського вельможу,Bắt cóc lãnh chúa của hàng xóm
opinion_mind.mind_assassinate,,Подослал убийц,Sent assassins,Sent assassins,Vyslali vrahy,Enviou assassinos,Ha enviado asesinos,Nasłano zabójców,派出刺客,派了刺客,暗殺者を差し向けた,자객을 보냄,Entsandte Handlanger,A envoyé des assassins,Ha inviato un assassino,Suikastçı yolladı,Orgyilkosokat küldött rám,Відправляє вбивць,Gửi sát thủ
opinion_mind.mind_assassinate_neighbore,,Подослал убийц к соседу,Sent assassins to neighbor,Sent assassins to neighbor,Vyslali vrahy na mého souseda,Enviou assassinos a um vizinho,Ha enviado asesinos a mi vecino,Nasłano zabójców na mego sąsiada,向邻邦派出刺客,派刺客前往鄰邦,近隣諸国に暗殺者を差し向けた,내 이웃에게 자객을 보냄,Entsandte Handlanger zu meinem Nachbarn,A envoyé des assassins vers la province voisine,Ha inviato un assassino al mio vicino,Komşuma suikastçı yolladı,Orgyilkosokat küldött a szomszédomra,Відправляє вбивць до сусіда,Gửi sát thủ đến hàng xóm
opinion_mind.dead_captive,,Погиб пленник,The hostage has died,The hostage has died,Smrt v zajetí,Refém morreu,Ha muerto en cautiverio,Zmarł w niewoli,人质已死亡,人質已死,人質が死亡した,인질이 사망함,Die Geisel ist gestorben,L'otage a péri,La persona in ostaggio è morta,Esir öldü,A túsz meghalt,Смерть у полоні,Con tin đã chết
opinion_mind.captive_hold,,Удерживает заложника,Holds a hostage,Holds a hostage,Drží rukojmí,Mantém um refém,Tiene un rehén,Przetrzymuje zakładnika,挟持人质,劫持了人質,人質を取る,인질을 잡고 있음,Hält eine Geisel,Détient un·e otage,Trattiene un ostaggio,Esir tutuyor,Egy túszt tart fogva,Тримає заручника,Giữ con tin
opinion_mind.release_captive,,Отпустил пленника,Released a hostage,Released a hostage,Propuštění rukojmí,Libertou um refém,Ha liberado a un rehén,Uwolniono zakładnika,释放人质,釋放了人質,人質を解放した,인질을 석방했음,Ließ eine Geisel frei,A relâché un·e otage,Ha rilasciato un ostaggio,Bir esiri serbest bıraktı,Elengedett egy túszt,Випускає заручника,Thả một con tin
opinion_mind.captive_terror,,Пытает заложника,Tortures a hostage,Tortures a hostage,Mučí rukojmí,Tortura um refém,Tortura a un rehén,Torturuje zakładnika,折磨人质,虐待人質,人質を拷問する,인질을 고문함,Foltert eine Geisel,Torture un· otage,Tortura un ostaggio,Bir esire işkence ediyor,Kínoz egy túszt,Катує заручника,Tra tấn một con tin
opinion_mind.lord_rebellion_support_heir_to_heir,,Поддержал восстание,Supported a rebellion,Supported a rebellion,Podpora vzpoury,Apoiou uma rebelião,Ha apoyado una rebelión,Wsparto bunt,支持了一次叛乱,支持政變,反乱を支持した,반란을 지원함,Unterstützte eine Rebellion,A soutenu une révolte,Ha appoggiato una rivolta,İsyanı destekledi,Támogatott egy lázadást,Підтримує заколот,Hỗ trợ cuộc nổi loạn
opinion_mind.lord_rebellion_support_king_to_heir,,Не поддержал восстание,Did not support a rebellion,Did not support a rebellion,Nepodpoření vzpoury,Não apoiou uma rebelião,No ha apoyado una rebelión,Nie wsparto buntu,没有支持叛乱,不支持政變,反乱を支持しなかった,반란을 지원하지 않음,Verweigerte die Unterstützung einer Rebellion,N'a pas soutenu une révolte,Non ha appoggiato una rivolta,İsyanı desteklemedi,Nem támogatott egy lázadást,Не підтримує заколот,Không hỗ trợ cuộc nổi loạn
opinion_mind.lord_rebellion_support_heir_to_king,,Не поддержал законную власть,Did not support rightful authority,Did not support rightful authority,Nepodpoření právoplatné autority,Não apoiou a autoridade legítima,No ha apoyado a la autoridad legítima,Nie wsparto prawowitej władzy,没有支持合法统治者,不支持合法王權,正当な権威を支持しなかった,정당한 권력을 지원하지 않음,Verweigerte dem rechtmäßigen Herrscher die Unterstützung,N'a pas soutenu l'autorité légitime,Non ha sostenuto la legittima autorità,Meşru hükümdarı desteklemedi,Nem támogatta a törvényes hatalmat,Не підтримує законну владу,Không hỗ trợ chính quyền hợp pháp
opinion_mind.lord_rebellion_support_king_to_king,,Поддержал законную власть,Supported rightful authority,Supported rightful authority,Podpora právoplatné autority,Apoiou a autoridade legítima,Ha apoyado a la autoridad legítima,Wsparto prawowitą władzę,支持合法统治者,支持合法王權,正当な権威を支持した,정당한 권력을 지원함,Unterstützte den rechtmäßigen Herrscher,A soutenu l'autorité légitime,Ha sostenuto la legittima autorità,Meşru hükümdarı destekledi,Támogatta a törvényes hatalmat,Підтримує законну владу,Hỗ trợ chính quyền hợp pháp
