Key,Comments,Russian,English,English - final,Czech,PortugueseBrazilian,Spanish,Polska,SimplifiedChinese,TraditionalChinese,Japanese,Korean,Deutsch,French,Italiana,Turkish,Hungarian,Ukrainian,Vietnamese
activity_state.chancellaty_interact.interact,,Изучает знание,Studying knowledge,Studying knowledge,Vzdělává se,Estudando conhecimento,Estudiando conocimiento,Zgłębia wiedzę,学习知识,研讀知識中,知識を研究する,지식 연구 중,Studiert Wissen,Étudie,Studia nuove conoscenze,İrfan öğreniyor,Ismereteket tanulmányoz,Вивчає знання,Học kiến thức
activity_state.slave_free.go_to,,Идет освобождать пленника,Goes to free a prisoner,Goes to free a prisoner,Jde osvobodit vězně,Indo libertar prisioneiros,Va a liberar a un prisionero,Idzie uwolnić jeńca,去释放囚犯,正要去釋放囚犯,囚人を解放しに行く,수감자를 풀어주러 감,Geht einen Sklaven befreien,Va libérer un ou une esclave,Va a liberare un prigioniero,Bir mahkûmu serbest bırakmaya gidiyor,Megy egy foglyot szabadon engedni,Збирається звільняти в'язня,Đi giải cứu tù nhân
activity_state.slave_free.making_free,,Освобождает пленника,Freeing a prisoner,Freeing a prisoner,Osvobozuje vězně,Libertando prisioneiros,Liberando a un prisionero,Uwalnia jeńca,释放囚犯,釋放囚犯中,囚人を解放する,수감자를 풀어주는 중,Befreit einen Sklaven,Libère un ou une esclave,Libera un prigioniero,Bir mahkûmu serbest bırakıyor,Szabadon enged egy foglyot,Звільняє в'язня,Giải cứu tù nhân
activity_state.slave_free.wait,,Ждет освобождения,Waiting for liberation,Waiting for liberation,Čeká na osvobození,Esperando a liberação,Esperando la liberación,Czeka na wyzwolenie,等待解放,等待獲釋中,解放を待つ,해방을 기다리는 중,Wartet auf Befreiung,Attend sa libération,Attende la libertà,Özgür bırakılmayı bekliyor,"Várja, hogy szabadon bocsássák",Чекає на звільнення,Chờ giải thoát
activity_state.pig_slaughter.go_to,,Идет забивать свиней,Goes to slaughter pigs,Goes to slaughter pigs,Jde zabít prasata,Indo matar porcos,Va a matar cerdos,Idzie szlachtować świnie,去宰猪,正要去屠宰豬隻,豚を屠殺しに行く,돼지를 잡으러 감,Geht Schweine schlachten,Va tuer des cochons,Va a macellare i maiali,Domuz kesmeye gidiyor,Disznót vágni megy,Збирається забивати свиней,Đi mổ heo
activity_state.tantrum.tantrum_insult,,Идет ругаться,Goes to argue,Goes to argue,Jde se hádat,Indo discutir,Va a discutir,Idzie się kłócić,去争论,正要去找人吵架,口論しに行く,말다툼하러 감,Geht streiten,Va se disputer,Va a discutere,Tartışmaya gidiyor,Megy vitatkozni,Збирається сваритися,Đi cãi nhau
activity_state.tantrum.depression,,В Депрессии,In depression,In depression,Je v depresi,Em estado depressivo,Con depresión,W depresji,抑郁中,陷入憂鬱中,憂うつな気分,우울증,Ist depressiv,En dépression,È in preda alla depressione,Depresyonda,Depressziós,У депресії,Trong trạng thái trầm cảm
activity_state.tantrum.long_walk,,Ходит в депрессии,Walking in depression,Walking in depression,Prochází se v depresi,Andando em estado depressivo,Caminando con depresión,Spaceruje w przygnębieniu,以抑郁的状态行走,憂鬱漫步中,憂うつな気分で歩く,우울증에 빠져 걷는 중,Geht depressiv spazieren,Marche en état de dépression,Cammina in preda alla depressione,Depresyonda ve yürüyor,Depressziósan sétál,Ходить у депресії,Đi bộ trong trạng thái trầm cảm
activity_state.tantrum.self_harm.go_to,,Идет нанести себе увечья,Goes to harm themself,Goes to harm themself,Jde si ublížit,Indo automutilar-se,Va a hacerse daño,Idzie się samookaleczać,去自残,正要去自殘,自分を痛めつけに行く,자해하러 감,Will sich selbst verletzen,Va se faire du mal,Va a farsi del male,Kendine zarar vermeye gidiyor,Ártani fog magának,Збирається себе поранити,Đi làm tự tử
activity_state.tantrum.self_harm.process,,Наносит себе увечья,Inflicting harm on themself,Inflicting harm on themself,Ubližuje si,Automutilando-se,Haciéndose daño,Samookalecza się,自残,自殘中,自分自身を傷つけている,자해 중,Fügt sich selbst Verletzungen zu,Se fait du mal,Si fa del male,Kendine zarar veriyor,Árt magának,Завдає собі ран,Tự tử
activity_state.tantrum.tantrum_beating,,Идет избить кое-кого,Goes to beat someone up,Goes to beat someone up,Jde někoho zmlátit,Indo bater em alguém,Va a dar una paliza a alguien,Idzie kogoś pobić,去打击某人,正要去找人來揍,誰かを殴りに行く,누군가를 두들겨 패러 감,Geht jemanden verprügeln,Va frapper quelqu'un,Va a picchiare qualcuno,Birini dövmeye gidiyor,Megy megverni valakit,Збирається когось побити,Đi đánh ai đó
activity_state.clerk.wait_for_work,,Ждет заданий,Waiting for tasks,Waiting for tasks,Čeká na úkoly,Esperando tarefas,Esperando tareas,Czeka na zadania,等待任务,等待事項中,任務を待つ,임무 대기 중,Wartet auf Aufgaben,Attend une tâche,Attende un compito,Görev bekliyor,Feladatra vár,Чекає на завдання,Chờ nhiệm vụ
activity_state.clerk.talk_inspector,,Получает задание,Receiving a task,Receiving a task,Dostává úkol,Recebendo uma tarefa,Recibiendo una tarea,Otrzymuje zadanie,接受任务,接收事項中,任務を受け取る,임무 받는 중,Erhält eine Aufgabe,Reçoit une tâche,Riceve un compito,Görev alıyor,Feladatot kap,Отримує завдання,Nhận nhiệm vụ
activity_state.clerk.give_order,,Дает задание,Assigning a task,Assigning a task,Zadává úkol,Atribuindo uma tarefa,Asignando una tarea,Przydziela zadanie,指派任务,指派事項中,任務を割り当てる,임무 배정 중,Weist eine Aufgabe zu,Attribue une tâche,Assegna un compito,Görev atıyor,Feladatot oszt ki,Призначає завдання,Giao nhiệm vụ
activity_state.gallows_inspector.go_to,,Идет управлять эшафотом,Goes to manage the Scaffold,Goes to manage the Scaffold,Jde spravovat popraviště,Indo administrar o patíbulo,Va a gestionar el patíbulo,Idzie zarządzać szafotem,去管理行刑台,正要去視察行刑台,処刑台の管理に行く,처형대를 관리하러 감,Unterwegs zur Schafottverwaltung,Va s'occuper de l'échafaud,Va ad amministrare il patibolo,Darağacı'nı yönetmeye gidiyor,Megy a vesztőhelyet felügyelni,Збирається порядкувати ешафотом,Trên đường đi kiểm tra sàn thi hành án
activity_state.gallows_inspector.process,,Управляет эшафотом,Managing the Scaffold,Managing the Scaffold,Spravuje popraviště,Administrando o patíbulo,Gestionando el patíbulo,Zarządza szafotem,管理行刑台,視察行刑台中,処刑台を管理する,처형대 관리 중,Verwaltet das Schafott,S'occupe de l'échafaud,Amministra il patibolo,Darağacı'nı yönetiyor,A vesztőhelyet felügyeli,Порядкує ешафотом,Quản lý giá treo cổ
activity_state.chancellry.go_to,,Идет управлять канцелярией,Goes to manage the Chancellery,Goes to manage the Chancellery,Jde spravovat kancléřství,Indo administrar a chancelaria,Va a gestionar la cancillería,Idzie zarządzać kancelarią,去管理官邸,正要去視察官邸,官庁の管理に行く,사무국을 관리하러 감,Unterwegs zur Kanzleiverwaltung,Va s'occuper de la chancellerie,Va ad amministrare la cancelleria,Şansölyelik'i yönetmeye gidiyor,Megy a kancelláriát felügyelni,Збирається порядкувати канцелярією,Trên đường đến phủ thủ tướng
activity_state.chancellry.process,,Управляет канцелярией,Managing the Chancellery,Managing the Chancellery,Spravuje kancléřství,Administrando a chancelaria,Gestionando la cancillería,Zarządza kancelarią,管理官邸,視察官邸中,官庁を管理する,사무국 관리 중,Verwaltet die Kanzlei,S'occupe de la chancellerie,Amministra la cancelleria,Şansölyelik'i yönetiyor,A kancelláriát felügyeli,Порядкує канцелярією,quản lý phủ thủ tướng
activity_state.duel.go_to,,Идет на дуэль,Goes to a duel,Goes to a duel,Jde na souboj,Indo a um duelo,Va a un duelo,Idzie na pojedynek,去决斗,正要去決鬥,決闘に赴く,결투하러 감,Geht zu einem Duell,Se rend à un duel,Va ad affrontare un duello,Düelloya gidiyor,Megy párbajozni,Збирається на двобій,Đi đấu tay đôi
activity_state.duel.waiting,,Ожидает начала дуэли,Waiting for the duel to begin,Waiting for the duel to begin,Čeká na začátek souboje,Esperando o início do duelo,Esperando a que empiece el duelo,Czeka na rozpoczęcie pojedynku,等待决斗开始,等待決鬥開始,決闘の開始を待つ,결투 시작 대기 중,"Wartet, bis das Duell beginnt",Attend que le duel commence,Attende l'inizio del duello,Düellonun başlamasını bekliyor,Vár a párbaj kezdetére,Чекає на початок двобою,Chờ bắt đầu đấu tay đôi
activity_state.duel_watch.go_to,,Идет наблюдать дуэль,Goes to watch the duel,Goes to watch the duel,Jde se dívat na souboj,Indo assistir a um duelo,Va a ver el duelo,Idzie oglądać pojedynek,去观看决斗,正要去觀賞決鬥,決闘を見物しに行く,결투를 구경하러 감,"Geht, um sich das Duell anzusehen",Va assister au duel,Va ad assistere al duello,Düelloyu izlemeye gidiyor,Megy megnézni a párbajt,Збирається дивитися двобій,Đi xem đấu tay đôi
activity_state.duel_watch.process,,Наблюдает дуэль,Watching the duel,Watching the duel,Sleduje souboj,Assistindo a um duelo,Viendo el duelo,Ogląda pojedynek,观看决斗,觀賞決鬥中,決闘を見る,결투 구경 중,Sieht beim Duell zu,Assiste au duel,Assiste al duello,Düelloyu izliyor,A párbajt nézi,Дивиться двобій,Xem đấu tay đôi
activity_state.bishop.transfer_runes,,Отдает кольца каравану,Giving rings to the caravan,Giving rings to the caravan,Dává prsteny karavaně,Dando Anéis para a caravana,Dando anillos a la caravana,Daje pierścienie karawanie,给予商队戒指,正在把聖戒交給商隊,キャラバンにリングを渡す,상단에 신성 반지 주는 중,Übergibt Ringe an die Karawane,Échange des anneaux à la caravane,Consegna gli anelli al carovaniere,Kervana yüzük veriyor,Gyűrűket ad a karavánnak,Дає каравану персні,Trao Nhẫn Thánh cho đoàn lữ hành
activity_state.enslave,,Связывает пленника,Binding a hostage,Binding a hostage,Svazuje rukojmí,Amarrando reféns,Atando a un rehén,Wiąże jeńca,绑架人质,將人質五花大綁中,人質を拘束する,인질 묶는 중,Fesselt eine Geisel,Attache un otage,Lega un ostaggio,Esir alıyor,Megkötöz egy túszt,Зв'язує заручника,Bắt cóc con tin
activity_state.awaiting_inspector,,Ожидает инспектора,Awaiting the inspector,Awaiting the inspector,Očekává inspektora,Aguardando o inspetor,Esperando al inspector,Czeka na inspekcję,等待检查员,等待視察員中,検査官を待つ,점검관 기다리는 중,Wartet auf den Inspektor,Attend l'inspecteur,Attende l'ispettore,Müfettişi bekliyor,Várja az ellenőrt,Чекає на інспектора,Chờ thanh tra
activity_state.awaiting_building_site,,Ожидает объект для строительства,Awaiting an object for construction,Awaiting an object for construction,Čeká na objekt kvůli stavbě,Aguardando um objeto para construção,Esperando un objeto para la construcción,Czeka na obiekt budowy,等待施工物品送达,等待營建目標中,建設資材を待つ,건설할 대상 기다리는 중,Wartet auf ein Bauobjekt,Attend un objet pour continuer la construction,Attende un ordine di costruzione,İnşaat için eşya bekliyor,Építendő objektumra vár,Чекає на будівничий проект,Chờ vật liệu xây dựng
activity_state.criminal.kidnap.go_to,,Идет похищать лорда,Goes to kidnap a lord,Goes to kidnap a lord,Jde unést lorda,Indo sequestrar um nobre,Va a secuestrar a un señor,Idzie porwać lorda,去绑架领主,正要去綁架貴族,領主を誘拐しに行く,영주를 납치하러 감,Will einen Lord entführen,Va enlever un seigneur ou une dame,Va a rapire un nobile,Bir asilzadeyi kaçırmaya gidiyor,Megy elrabolni egy nemest,Збирається викрадати вельможу,Đi bắt cóc một quý tộc
activity_state.criminal.lord_kill.go_to,,Идет убивать лорда,Goes to kill a lord,Goes to kill a lord,Jde zabít lorda,Indo matar um nobre,Va a matar a un señor,Idzie zabić lorda,去刺杀领主,正要去殺害貴族,領主を殺害しに行く,영주를 죽이러 감,Will einen Lord töten,Va tuer un seigneur ou une dame,Va a uccidere un nobile,Bir asilzadeyi öldürmeye gidiyor,Megy megölni egy nemest,Збирається вбивати вельможу,Đi giết một quý tộc
activity_state.criminal.lord_kill.process,,Убивает лорда,Killing a lord,Killing a lord,Zabíjí lorda,Matando um nobre,Matando a un señor,Zabija lorda,刺杀领主,殺害貴族中,領主を殺害している,영주를 죽이는 중,Tötet einen Lord,Tue un seigneur ou une dame,Uccide un nobile,Bir asilzadeyi öldürüyor,Megöl egy nemest,Вбиває вельможу,Giết một quý tộc
activity_state.criminal.kidnap.process,,Связывает лорда,Binding a lord,Binding a lord,Svazuje lorda,Amarrando um nobre,Atando a un señor,Wiąże lorda,绑架领主,將貴族五花大綁中,領主を拘束している,영주를 묶는 중,Fesselt einen Lord,Attache un seigneur ou une dame,Lega un nobile,Bir asilzadeyi esir alıyor,Megkötöz egy nemest,Зв'язує вельможу,Bắt trói một quý tộc
activity_state.criminal.captive.go_to,,Идет пленять лорда,Goes to capture a lord,Goes to capture a lord,Jde zajmout lorda,Indo capturar um nobre,Va a capturar a un señor,Idzie schwytać lorda,去俘获领主,正要去綁架貴族,領主を捕えに行く,영주를 생포하러 감,Will einen Lord gefangen nehmen,Va capturer un seigneur ou une dame,Va a catturare un nobile,Bir asilzadeyi kaçırmaya gidiyor,Megy foglyul ejteni egy nemest,Збирається захопити вельможу,Đi bắt một quý tộc
activity_state.criminal.captive.process,,Пленяет лорда,Capturing a lord,Capturing a lord,Zajímá lorda,Capturando um nobre,Capturando a un señor,Chwyta lorda,俘获领主,綁架貴族中,領主を捕らえている,영주를 생포하는 중,Nimmt einen Lord gefangen,Capture un seigneur ou une dame,Cattura un nobile,Bir asilzadeyi yakalıyor,Foglyul ejt egy nemest,Захоплює вельможу,Bắt một quý tộc
activity_state.criminal.steal_library.go_to,,Идет грабить библиотеку,Goes to rob the library,Goes to rob the library,Jde vykrást knihovnu,Indo roubar a biblioteca,Va a robar en la biblioteca,Idzie okraść bibliotekę,去洗劫图书馆,正要去掠奪藏書閣,図書館に強盗に入る,도서관을 털러 감,Will die Bibliothek ausrauben,Va cambrioler la bibliothèque,Va a saccheggiare la biblioteca,Kütüphane'yi soymaya gidiyor,Megy kirabolni a könyvtárat,Збирається грабувати бібліотеку,Đi cướp thư viện
activity_state.criminal.steal_library.process,,Грабит библиотеку,Robbing the library,Robbing the library,Vykrádá knihovnu,Roubando a biblioteca,Robando en la biblioteca,Okrada bibliotekę,洗劫图书馆,掠奪藏書閣中,図書館で強盗を働いている,도서관을 터는 중,Raubt die Bibliothek aus,Cambriole la bibliothèque,Saccheggia la biblioteca,Kütüphane'yi soyuyor,Kirabolja a könyvtárat,Грабує бібліотеку,Cướp thư viện
activity_state.criminal.steal_hall.go_to,,Идет грабить холл,Goes to rob the hall,Goes to rob the hall,Jde vykrást síň,Indo roubar o salão,Va a robar en el salón de reuniones,Idzie okraść siedzibę,去洗劫大厅,正要去洗劫莊園大廳,屋敷に強盗に入る,영주관을 털러 감,Will die Halle ausrauben,Va cambrioler la grand-salle,Va a saccheggiare il salone,Salon'u soymaya gidiyor,Megy kirabolni a palotát,Збирається грабувати замок,Đi cướp hội trường
activity_state.criminal.steal_hall.process,,Грабит холл,Robbing the hall,Robbing the hall,Vykrádá síň,Roubando o salão,Robando en el salón de reuniones,Okrada siedzibę,洗劫大厅,洗劫莊園大廳中,屋敷で強盗を働いている,영주관을 터는 중,Raubt die Halle aus,Cambriole la grand-salle,Saccheggia il salone,Salon'u soyuyor,Kirabolja a palotát,Грабує замок,Cướp hội trường
activity_state.criminal.kidnap.go_to,,Идет захватывать лорда,Goes to capture a lord,Goes to capture a lord,Jde zajmout lorda,Indo capturar um nobre,Va a capturar a un señor,Idzie schwytać lorda,去俘获领主,正要去綁架貴族,領主を捕えに行く,영주를 생포하러 감,Will einen Lord gefangen nehmen,Va capturer un seigneur ou une dame,Va a catturare un nobile,Bir asilzadeyi kaçırmaya gidiyor,Megy foglyul ejteni egy nemest,Збирається захопити вельможу,Đi bắt một quý tộc
activity_state.criminal.captive.process,,Захватывает лорда,Captures a lord,Captures a lord,Zajímá lorda,Capturando um nobre,Captura a un señor,Chwyta lorda,俘获领主,綁架貴族中,領主を捕まえる,영주 생포,Nimmt einen Lord gefangen,Capture un seigneur ou une dame,Cattura un nobile,Bir asilzadeyi kaçırıyor,Foglyul ejt egy nemest,Захоплює вельможу,Bắt một quý tộc
activity_state.tantrum.ring_robbery.go_to,,Идет грабить,Goes to rob building,Goes to rob building,Jde vykrást budovu,Indo roubar um edifício,Va a robar en un edificio,Idzie okraść budynek,去洗劫一栋建筑,正要入室搶劫,建物に強盗に入る,건물을 털러 감,Will ein Gebäude ausrauben,Va cambrioler un bâtiment,Va a saccheggiare un edificio,Binayı soymaya gidiyor,Megy kirabolni az épületet,Збирається грабувати споруду,Đi cướp tòa nhà
activity_state.tantrum.ring_robbery.lockpicking,,Взламывает замок,Breaking into the lock,Breaking into the lock,Páčí zámek,Quebrando a tranca,Rompiendo la cerradura,Otwiera zamek,撬锁,撬鎖中,錠前を破る,자물쇠 부수는 중,Knackt ein Schloss,Crochète la serrure,Scassina la serratura,Kilidi kırıyor,Letöri a lakatot,Зламує замок,Phá khóa
activity_state.tantrum.ring_robbery.process,,Грабит,Robbing,Robbing,Krade,Roubando,Robando,Kradnie,抢劫,搶劫中,強盗中,터는 중,Raubt,Cambriole un bâtiment,Saccheggia,Soyuyor,Rabol,Грабує,Cướp
activity_state.tantrum.eating.go_to,,Идет есть мясо,Goes to eat meat,Goes to eat meat,Jde se najíst masa,Indo comer carne,Va a comer carne,Idzie zjeść mięso,去吃肉,正要去吃肉,肉を食べに行く,고기를 먹으러 감,Geht Fleisch essen,Va manger de la viande,Va a mangiare della carne,Et yemeye gidiyor,Megy húst enni,Збирається їсти м'ясо,Đi ăn thịt
activity_state.tantrum.eating.process,,Ест мясо,Eating meat,Eating meat,Jí maso,Comendo carne,Comiendo carne,Je mięso,吃肉,吃肉中,肉を食べている,고기 먹는 중,Isst Fleisch,Mange de la viande,Mangia della carne,Et yiyor,Húst eszik,Їсть м'ясо,Ăn thịt
activity_state.tantrum.spent_time.go_to,,Идет проводить время вместе,Goes to spend time together,Goes to spend time together,Jde trávit čas ve společnosti,Indo passar tempo juntos,Va a pasar tiempo junto a alguien,Idzie spędzić z kimś czas,去和某人共度时光,正要與人共度時光,一緒に時間を過ごしに行く,함께 시간을 보내러 감,Will gemeinsam Zeit verbringen,Va passer du temps avec quelqu'un,Va a trascorrere il tempo con qualcuno,Birlikte vakit geçirmeye gidiyor,Megy időt tölteni valakivel,Збирається провести час разом,Dành thời gian với ai đó
activity_state.tantrum.house_grab.go_to,,Идет отнимать дом,Goes to take someone's home,Goes to take someone's home,Jde někomu zabrat dům,Indo tomar a casa de alguém,Va a quedarse la casa de alguien,Idzie zabrać komuś dom,去占据某人的住宅,正要去侵占他人房屋,誰かの家を奪いに行く,누군가를 집에 데려다주러 감,Will jemandes Haus einnehmen,Va prendre la maison de quelqu'un,Accompagna qualcuno a casa,Birinin evini almaya gidiyor,Megy valakinek az otthonát elfoglalni,Збирається забрати когось додому,Sắp đột nhập vào nhà người khác
activity_state.tantrum.make_gift.go_to,,Идет делать подарок,Goes to make a gift,Goes to make a gift,Jde vyrábět dárek,Indo fazer um presente,Va a hacer un regalo,Idzie dać prezent,去送礼物,正要去準備禮物,贈り物を作りに行く,선물을 만들러 감,Will ein Geschenk übergeben,Va faire un cadeau à quelqu'un,Va a fare un dono,Hediye yapmaya gidiyor,Megy ajándékot készíteni,Збирається робити подарунок,Đi tặng quà
activity_state.ceremony.watch,,Смотрит церемонию,Observes the ceremony,Observes the ceremony,Pozoruje obřad,Observando a cerimônia,Observa la ceremonia,Obserwuje ceremonię,参观仪式,正在觀賞典禮,式典を見守る,식을 지켜봄,Beobachtet die Zeremonie,Observe la cérémonie,Osserva la cerimonia,Töreni izliyor,Nézi a ceremóniát,Спостерігає за церемонією,Xem buổi lễ
activity_state.funeral_ceremony.process,,Участвует в церемонии сожжения,Participates in the ceremony of burning,Participates in the ceremony of burning,Účastní se upalování,Participando da cerimônia da queima,Participa en la ceremonia de incineración,Uczestniczy w ceremonii kremacji,参加火祭,參加火化典禮中,火葬に参加する,불의 의식에 참석함,Nimmt an der Verbrennungszeremonie teil,Participe à la crémation,Partecipa alla cerimonia del rogo,Alev törenine katılıyor,Részt vesz az égetési ceremónián,Бере участь у церемонії спалення,Tham dự lễ hỏa táng
activity_state.wedding_ceremony.process,,Участвует в свадебной церемонии,Participates in the wedding ceremony,Participates in the wedding ceremony,Účastní se svatby,Participando da cerimônia de casamento,Participa en la ceremonia de matrimonio,Uczestniczy w ceremonii zaślubin,参加婚礼,參加結婚典禮中,結婚式に参加する,결혼식에 참석함,Nimmt an der Hochzeitszeremonie teil,Participe au mariage,Partecipa alla cerimonia di matrimonio,Düğüne katılıyor,Részt vesz az esküvői ceremónián,Бере участь у весільній церемонії,Tham gia lễ cưới
activity_state.coronotaion_ceremony.process,,Участвует в коронации,Participates in the coronation,Participates in the coronation,Účastní se korunovace,Participando da coroação,Participa en la coronación,Uczestniczy w koronacji,参加加冕礼,參加加冕典禮中,戴冠式に参加する,대관식에 참석함,Nimmt an der Krönung teil,Assiste au couronnement,Partecipa all'incoronazione,Taç giyme törenine katılıyor,Részt vesz a koronázáson,Бере участь у коронації,Tham gia lễ đăng quang
activity_state.ceremony.go_to,,Идет на церемонию,Attends the ceremony,Attends the ceremony,Účastní se obřadu,Participando da cerimônia,Asiste a la ceremonia,Uczestniczy w ceremonii,参加仪式,參加典禮中,式典に参加する,식에 참석함,Geht zur Zeremonie,Assiste à la cérémonie,Partecipa alla cerimonia,Törene katılıyor,Nézi a ceremóniát,Відвідує церемонію,Tham dự lễ hội
activity_state.ceremony.waiting,,Ожидает начало церемонии,Awaits the beginning of the ceremony,Awaits the beginning of the ceremony,Očekává začátek obřadu,Aguardando o início da cerimônia,Espera el comienzo de la ceremonia,Czeka na początek ceremonii,等待仪式开始,等待典禮開始中,式典の開始を待つ,식이 시작하기를 기다리는 중,Erwartet den Beginn der Zeremonie,Attend le début de la cérémonie,Attende l'inizio della cerimonia,Törenin başlamasını bekliyor,Várja a ceremónia kezdetét,Чекає на початок церемонії,Chờ buổi lễ bắt đầu
activity_state.archer_shooting,,Стреляет из лука,Shooting a bow,Shooting a bow,Střílí z luku,Disparando um arco,Disparando un arco,Strzela z łuku,射箭,射箭中,弓を射る,활 쏘는 중,Schießt mit einem Bogen,Tire à l'arc,Tira con l'arco,Ok atıyor,Íjjal lő,Стріляє з лука,Bắn cung
activity_state.unleashing,,Развязывает союзника,Unleashes an ally,Unleashes an ally,Pouští spojence,Libertando um aliado,Libera a un aliado,Rozwiązuje sojusznika,释放盟友,釋放盟友中,同盟を解消する,아군 해방,Bindet einen Verbündeten los,Déchaîne un allié,Libera un alleato,Bir müttefiki serbest bırakıyor,Kiszabadít egy szövetségest,Випускає союзника,Giải phóng một đồng minh
activity_state.stay_back,,Командует отрядом издали,Commands the squad from afar,Commands the squad from afar,Velí četě na dálku,Comandando o esquadrão de longe,Da órdenes a la escuadra desde lejos,Dowodzi oddziałem z oddali,在后方指挥部队,正在從遠處指揮部隊,遠方から部隊を式する,멀리서 분대에 명령함,Befehligt den Trupp aus der Distanz,Dirige l'escouade à distance,Comanda la squadra da lontano,Bölüğü uzaktan kumanda ediyor,Távolról vezényli az osztagot,Командує загоном здалеку,Ra lệnh cho đội từ xa
activity_state.village_headman_transfer_resources,,Переносит дань на склад,Carries the tribute to the warehouse,Carries the tribute to the warehouse,Přenáší příspěvek do skladiště,Levando o tributo ao depósito,Lleva el tributo al almacén,Zanosi daninę do składu,将进贡的资源运到仓库,正在將貢品送往倉庫,倉庫に貢物を運ぶ,창고로 공물을 옮김,Schafft den Tribut zum Lagerhaus,Apporte le tribut au dépôt,Porta il tributo al magazzino,Haracı Ardiye'ye taşıyor,A hűbéradót a raktárba viszi,Несе данину на склад,Mang cống phẩm đến kho
activity_state.go_to_breakdown,,Идет разрушать,Goes to destroy,Goes to destroy,Jde ničit,Indo destruir,Va a destruir,Idzie niszczyć,去摧毁,正要去摧毀,破壊しに行く,파괴하러 감,Hegt Zerstörungsvorhaben,Va semer la destruction,Va a distruggere,Yok etmeye gidiyor,Megy rombolni,Збирається нищити,Đi phá hủy
activity_state.breakdown_process,,Разрушает,Destroys,Destroys,Ničí,Destruindo,Destruye,Niszczy,摧毁,摧毀中,破壊する,파괴,Zerstört,Sème la destruction,Distrugge,Yok ediyor,Rombol,Знищує,Phá hủy
activity_state.wolf_prophecy_attack,,Атакует провинцию,Attacks the province,Attacks the province,Útočí na provincii,Atacando a província,Ataca la provincia,Atakuje prowincję,袭击省邦,攻擊領地中,王国を攻撃する,영지 공격,Greift die Provinz an,Attaque une province,Attacca la provincia,Vilayete saldırıyor,Támadja a tartományt,Нападає на провінцію,Tấn công vương quốc
activity_state.contraband.go_to,,Занимается спекуляциями,Engaged in speculation,Engaged in speculation,Spekuluje,Praticando especulação,Lleva a cabo especulación,Zajmuje się spekulacją,从事投机活动,倒賣商品中,投機に明け暮れている,투기에 관여함,Beteiligt sich an Spekulationen,Va spéculer,Si dedica alla speculazione,Vurgunculuk ile uğraşıyor,Üzérkedik,Іде займатися спекуляцією,Đang tham gia vào suy đoán
activity_state.contraband.process,,Занимается спекуляциями,Engaged in speculation,Engaged in speculation,Spekuluje,Praticando especulação,Lleva a cabo especulación,Zajmuje się spekulacją,从事投机活动,倒賣商品中,投機に明け暮れている,투기에 관여함,Beteiligt sich an Spekulationen,Va spéculer,Si dedica alla speculazione,Vurgunculuk ile uğraşıyor,Üzérkedik,Іде займатися спекуляцією,Đang tham gia vào suy đoán
activity_state.out_of_burning.go_to,,Покидает горящее здание,Leaves the burning building,Leaves the burning building,Odchází z hořící budovy,Saindo do edifício em chamas,Abandona el edificio en llamas,Opuszcza płonący budynek,离开着火建筑,離開燃燒的建築,燃え盛る建物から立ち去る,불타는 건물을 떠남,Verlässt das brennende Gebäude,Quitte le bâtiment en feu,Abbandona l'edificio in fiamme,Yanan binayı terk ediyor,Elhagyja az égő épületet,Залишає палаючу будівлю,Rời khỏi tòa nhà đang cháy
